csat_id,grade
1246332987678744576,3
1246333286666575872,3
1246333356910641152,0
1246333417417670656,3
1246333537910337536,2
1246333583075762176,0
1246333644685893632,0
1246333828006338560,3
1246333834826903552,3
1246334024145788928,2
1246334124315222016,3
1246334497401106432,0
1246334539736625152,3
1246334562676432896,3
1246334728806703104,0
1246334760304861184,0
1246334770017796096,0
1246334968948142080,0
1246335163200102400,0
1246335274545131520,0
1246335355160952832,0
1246335418792599552,0
1246335491749535744,0
1246335717356367872,0
1246335735294779392,0
1246335777376858112,3
1246336009778421760,0
1246336075201175552,0
1246336291929391104,0
1246336294981545984,2
1246336304303661056,0
1246336358510845952,0
1246336447838003200,3
1246336627583836160,3
1246336900242370560,0
1246336933523546112,0
1246336944445513728,2
1246337230200463360,0
1246337413641330688,0
1246337504373727232,3
1246337909160738816,2
1246338158605459456,1
1246338205147279360,0
1246338243342983168,3
1246338527152386048,0
1246338732449161216,0
1246339165024509952,0
1246339192370159616,0
1246339409478000640,0
1246339679324798976,0
1246340074661060608,0
1246340282765647872,0
1246340450284498944,3
1246340561562951680,3
1246340655040245760,0
1246340689162207232,2
1246340818913001472,0
1246340908083904512,0
1246341244437585920,3
1246341476750536704,3
1246341598338457600,0
1246341676039995392,3
1246341798706470912,0
1246341821702680576,0
1246341930910932992,1
1246342062793060352,0
1246342335064518656,0
1246342446198583296,3
1246342612577746944,0
1246342664103473152,0
1246342842039590912,3
1246342855028191232,0
1246342978661281792,0
1246343019232296960,0
1246343083089276928,0
1246343162251812864,3
1246343337004052480,3
1246343394904010752,2
1246343433518424064,3
1246343612405489664,0
1246343723555303424,0
1246343833264955392,1
1246343942134853632,0
1246344097601511424,0
1246344160209887232,2
1246344239074799616,0
1246344282195812352,3
1246344338572664832,2
1246344360417665024,0
1246344384528580608,0
1246344466802749440,3
1246344547486167040,0
1246344554935250944,3
1246344717116989440,0
1246344803662258176,3
1246344803665379328,0
1246344880265814016,0
1246344887113195520,0
1246344933656322048,3
1246345260521414656,0
1246345303739662336,1
1246345356881494016,0
1246345503975735296,0
1246345587746512896,0
1246345835377156096,0
1246345853155737600,2
1246346039886151680,3
1246346097486389248,2
1246346128684834816,0
1246346361051099136,3
1246346374487826432,2
1246346487128842240,0
1246346525352747008,0
1246346541124395008,2
1246346580528230400,3
1246346735387779072,0
1246346845432668160,0
1246346950303916032,0
1246347097609928704,0
1246347150835646464,0
1246347237246697472,0
1246347370158698496,3
1246347493740830720,0
1246347776000851968,3
1246347898774462464,0
1246347908084166656,0
1246347923212394496,0
1246348142268309504,0
1246348234770702336,0
1246348294045671424,0
1246348333800042496,0
1246348362087587840,0
1246348441507360768,3
1246348554069897216,0
1246348555551072256,3
1246348560415391744,0
1246348671648333824,0
1246348756346810368,0
1246348775662739456,0
1246348829306728448,0
1246348935910457344,3
1246349051175198720,0
1246349142603702272,0
1246349150864343040,0
1246349175944224768,3
1246349420449525760,0
1246349445466005504,0
1246349641107664896,3
1246349942569656320,0
1246350038528765952,0
1246350209078714368,3
1246350338861903872,0
1246350676169617408,0
1246350856553422848,0
1246351003095228416,3
1246351038182404096,0
1246351130747797504,2
1246351200809451520,0
1246351240950013952,0
1246351245500248064,3
1246351292078579712,0
1246351371544928256,0
1246351573066375168,0
1246351652878626816,0
1246351696464011264,0
1246351833193541632,0
1246351845398339584,0
1246351923847442432,0
1246351991592017920,0
1246352013290975232,1
1246352077161078784,3
1246352116157579264,1
1246352117905305600,0
1246352136747905024,0
1246352164017483776,2
1246352244658958336,0
1246352371473252352,0
1246352374864388096,3
1246352505213902848,3
1246352598136336384,3
1246352757932716032,3
1246352757936910336,3
1246352818138341376,0
1246353033767510016,0
1246353140054155264,0
1246353382409568256,0
1246353548703277056,3
1246353610491486208,3
1246353643809878016,0
1246353699645751296,3
1246353737479446528,2
1246353779471745024,3
1246353904214540288,0
1246353972503076864,0
1246354072668315648,3
1246354203721400320,0
1246354235212095488,0
1246354393109704704,3
1246354448877170688,3
1246354600008118272,0
1246354600008704000,0
1246354606907748352,0
1246354687780532224,3
1246354936540508160,0
1246355035741151232,0
1246355081055252480,2
1246355148038287360,0
1246355233210195968,0
1246355248638668800,0
1246355469826588672,0
1246355580644782080,0
1246355612285984768,1
1246355695731662848,3
1246355709653184512,0
1246355814049411072,0
1246355863835312128,3
1246355996155916288,0
1246356118140018688,3
1246356290320531456,0
1246356398424522752,0
1246356398428717056,2
1246356797676613632,0
1246356988146561024,3
1246358279892688896,0
1246358360759496704,0
1246358438477406208,0
1246358519821737984,1
1246358587360337920,0
1246358652582391808,0
1246358725248081920,0
1246359035959140352,1
1246359139886669824,3
1246359207647707136,3
1246359695793250304,3
1246359737194065920,0
1246359798900666368,3
1246360329590960128,3
1246360405788254208,3
1246361175749849088,0
1246361262502289408,0
1246361559440097280,3
1246361651892019200,0
1246363913507938304,2
1246364542717210624,0
1246364576180666368,0
1246364595256221696,0
1246365255289303040,3
1246365259761016832,0
1246365607696375808,3
1246365740063350784,3
1246365997676290048,0
1246365997677502464,2
1246365998485929984,0
1246366072538505216,0
1246366819075043328,3
1246366845181550592,0
1246366867453931520,0
1246366891650871296,0
1246367007252492288,0
1246367591848566784,0
1246367644276154368,0
1246367697365737472,2
1246367800367177728,3
1246368034403987456,2
1246368274936037376,0
1246368306540118016,3
1246368484165771264,3
1246368906198462464,0
1246369012817670144,1
1246369185150337024,0
1246369243443847168,3
1246369304818511872,0
1246369458537967616,0
1246369509983477760,0
1246369565030588416,3
1246369586458222592,0
1246369598677295104,0
1246369909825892352,3
1246370108090155008,0
1246370859329888256,3
1246370873417490432,2
1246370948196524032,0
1246371224001998848,3
1246371257660661760,3
1246371450062987264,3
1246371496987648000,3
1246371523197853696,0
1246371768507129856,0
1246371900043485184,0
1246372377263005696,0
1246372448903995392,1
1246372774119800832,0
1246372902223306752,0
1246373040745455616,0
1246373336600993792,2
1246373583507087360,0
1246373835698143232,0
1246373918978945024,0
1246374146103943168,3
1246374211152338944,0
1246374491448700928,0
1246374526987038720,0
1246374632482172928,0
1246374804163424256,0
1246375017343705088,3
1246375202305187840,2
1246375350941282304,1
1246375393886273536,0
1246375520982560768,3
1246375548182134784,0
1246375622446481408,1
1246375672366948352,0
1246375835375005696,3
1246376175927910400,3
1246376937913135104,0
1246376977009541120,0
1246377373870878720,0
1246377382488387584,0
1246377488534761472,0
1246377756550787072,0
1246377997199564800,3
1246378010326523904,0
1246378244561764352,0
1246378425768280064,0
1246378435178242048,3
1246378605631320064,0
1246378802915762176,0
1246378905827344384,3
1246379076732510208,0
1246379176146042880,1
1246379430153580544,0
1246379624315813888,3
1246379639919697920,0
1246379882435420160,3
1246379885906165760,3
1246380124852543488,2
1246380140656680960,0
1246380392791998464,3
1246380709175439360,0
1246380732719366144,0
1246381016434671616,3
1246381465806151680,3
1246381594974695424,0
1246381640744099840,3
1246381945834790912,3
1246382051048906752,2
1246382147736002560,0
1246382190109982720,3
1246382342045523968,3
1246382432598175744,0
1246382578003410944,0
1246382885621915648,0
1246383082591838208,0
1246383208898523136,1
1246383319964278784,3
1246383869909901312,0
1246383936362315776,1
1246383969996926976,3
1246384381458149376,0
1246384388852080640,3
1246384613585166336,0
1246384619175108608,0
1246384888660963328,0
1246385017444171776,0
1246385058922717184,0
1246385198416879616,0
1246385303693910016,0
1246385332810768384,3
1246385361243955200,2
1246385401410433024,0
1246385531157032960,0
1246385699517693952,0
1246385736025989120,0
1246385949101891584,0
1246385971771039744,3
1246385992868388864,0
1246386111021932544,0
1246386234950447104,3
1246386361396715520,0
1246386362568749056,0
1246386377361301504,0
1246386591042174976,0
1246386593928929280,3
1246386736425000960,0
1246386762212208640,0
1246386779530002432,0
1246386781281165312,3
1246386956114395136,0
1246386983000371200,0
1246387167751073792,0
1246387202353455104,0
1246387294519091200,3
1246387328631365632,0
1246387579566268416,0
1246387601090371584,3
1246387628528922624,0
1246387987070124032,0
1246388023822753792,0
1246388097573117952,3
1246388162348789760,2
1246388362763395072,0
1246388515434987520,0
1246388649089380352,0
1246389040985960448,0
1246389166016376832,2
1246389181939113984,0
1246389237492809728,3
1246389719455948800,3
1246389931208421376,0
1246390182500999168,3
1246390201314369536,0
1246390541476757504,0
1246390808181039104,3
1246390861930459136,3
1246391115576799232,0
1246391651500384256,3
1246391673905143808,0
1246391798245285888,3
1246391807703441408,2
1246391893964709888,0
1246391946510364672,3
1246392029244661760,0
1246392090681176064,0
1246392159375486976,0
1246392367245193216,0
1246392378607075328,1
1246392551704702976,0
1246392820974825472,3
1246392850887843840,2
1246392967372054528,0
1246393005963845632,3
1246393058072813568,3
1246393353598205952,2
1246393534850719744,0
1246393748874096640,3
1246393849845227520,0
1246393888119009280,0
1246393955373916160,2
1246393995081392128,3
1246394064155246592,0
1246394114798346240,0
1246394133457592320,2
1246394528433283072,3
1246394623130628096,0
1246394633371332608,0
1246394738251063296,0
1246394999668289536,3
1246395310059368448,0
1246395703928922112,0
1246395736969371648,0
1246395920374915072,0
1246396220730089472,0
1246396452254019584,0
1246396688870858752,3
1246397015949156352,3
1246397174378323968,3
1246397258575994880,3
1246397427678814208,0
1246397552969412608,0
1246397581415768064,0
1246397646385537024,3
1246397672207495168,0
1246397793125085184,2
1246397868568031232,0
1246397973015887872,1
1246398035627159552,0
1246398141639979008,2
1246398242976014336,0
1246398283285819392,0
1246398379092697088,0
1246398434115399680,0
1246398517982294016,0
1246398802088255488,0
1246398817962622976,0
1246398984825106432,0
1246399060024156160,0
1246399080186175488,3
1246399236528996352,0
1246399279095689216,3
1246399413654941696,0
1246399453156270080,0
1246399459694030848,0
1246399550307016704,0
1246399572053417984,3
1246399665316749312,3
1246399746531684352,0
1246399812717801472,0
1246399872301596672,3
1246399955106619392,3
1246400016536395776,2
1246400024768602112,3
1246400027873013760,0
1246400181832843264,0
1246400192706617344,3
1246400284178055168,3
1246400622103441408,3
1246400821225615360,0
1246401008016400384,0
1246401095980101632,0
1246401221997207552,0
1246401367491280896,0
1246401450334052352,0
1246401503596445696,0
1246401515973836800,0
1246401558244519936,3
1246401613613039616,0
1246401657534492672,0
1246401758296043520,0
1246402024214429696,3
1246402130324828160,0
1246402151831396352,0
1246402239352864768,0
1246402247970103296,0
1246402459770630144,0
1246402596211339264,3
1246402768198774784,3
1246402782492962816,0
1246402962473984000,0
1246402999020871680,3
1246403085629054976,0
1246403175988158464,3
1246403268252086272,3
1246403305382436864,0
1246403494624653312,3
1246403520878452736,0
1246403565142859776,0
1246403625020882944,0
1246403947547156480,0
1246404300647620608,0
1246404308753293312,0
1246404348096622592,0
1246404424311320576,3
1246404858648276992,0
1246405056262909952,3
1246405168330518528,3
1246405265743228928,0
1246405714673467392,2
1246406093069692928,0
1246406142003879936,0
1246406330990829568,3
1246406703821447168,3
1246407124316127232,3
1246407206780825600,0
1246407260576481280,2
1246407419869896704,0
1246408212204040192,3
1246408471850020864,0
1246409012625829888,0
1246409124051083264,0
1246409305626697728,3
1246409393440923648,0
1246409568145203200,3
1246409829878161408,0
1246410050992893952,0
1246410103501385728,3
1246410178998370304,0
1246410627179425792,3
1246410836828815360,3
1246410953078005760,0
1246411177053839360,0
1246411371782930432,3
1246411644878118912,0
1246411742106906624,0
1246411873185509376,0
1246412223596228608,0
1246412347632594944,0
1246412477689573376,3
1246413067355348992,0
1246413423246237696,0
1246413449452388352,0
1246413600410656768,0
1246414442804883456,3
1246414646425759744,0
1246414823690928128,0
1246415185704202240,0
1246415313351827456,0
1246415405885976576,0
1246415492107796480,0
1246416324424183808,0
1246416443997188096,3
1246416560467030016,0
1246417471671185408,3
1246417544991813632,3
1246418471674249216,0
1246418644160806912,0
1246419417255993344,1
1246419526654812160,0
1246419539865710592,0
1246419644460855296,0
1246419797664411648,0
1246420148649750528,0
1246420284790878208,0
1246420462214131712,0
1246420718210580480,0
1246420747847393280,0
1246421278278131712,0
1246421376779710464,3
1246422940751298560,1
1246423046787497984,0
1246423192891883520,0
1246423413869277184,0
1246423888930381824,2
1246423910121922560,0
1246423927827292160,0
1246423950091722752,0
1246424159892725760,0
1246424201324687360,3
1246424278409256960,1
1246424395673608192,0
1246424508620955648,0
1246424567927201792,0
1246424856889720832,0
1246425481176260608,2
1246425751132110848,0
1246426054153797632,0
1246426155081334784,3
1246426325252636672,0
1246426737355587584,0
1246426815759712256,0
1246427330808147968,0
1246427732102963200,0
1246428419406782464,3
1246428474214817792,2
1246428503246725120,0
1246430199726317568,0
1246430224508809216,0
1246430265209708544,0
1246430458214801408,0
1246430700792512512,3
1246430907524263936,0
1246431404479770624,3
1246431516679053312,3
1246431947929759744,0
1246432256218734592,0
1246432704279453696,3
1246433524591390720,3
1246433591706099712,0
1246433814467641344,0
1246433930270318592,3
1246434000988200960,0
1246434116922957824,3
1246434278059728896,0
1246434389607870464,3
1246434600947916800,3
1246434615760060416,2
1246434886299758592,0
1246435041484054528,3
1246435165537333248,0
1246435231088324608,0
1246435537341411328,3
1246435874048139264,2
1246436364389265408,2
1246436428114485248,0
1246436453506801664,0
1246436493290987520,2
1246436600339836928,0
1246436800716107776,0
1246437034946387968,0
1246437617394884608,3
1246437641305546752,0
1246437959195455488,0
1246438085708247040,3
1246438199406952448,0
1246438487738888192,3
1246438582877528064,1
1246438585215672320,0
1246438858076258304,2
1246439231398535168,0
1246439259133550592,0
1246440206243004416,0
1246440584710533120,3
1246440629977833472,3
1246441155325919232,3
1246441283977666560,0
1246441426196967424,3
1246442068719501312,0
1246442626012966912,0
1246442651124850688,0
1246443348629217280,3
1246443357270548480,0
1246443521139728384,0
1246443686210756608,1
1246444153899659264,0
1246444333601718272,0
1246444511385542656,0
1246444619750793216,0
1246444843715108864,1
1246445066728308736,2
1246445739928821760,2
1246445909344083968,2
1246446001736212480,3
1246446227778764800,0
1246446281596952576,2
1246446365847351296,0
1246446422991134720,3
1246446510130921472,0
1246447052376875008,3
1246447117858349056,0
1246447205981433856,3
1246447296624537600,0
1246447523686621184,3
1246447751553703936,0
1246448184382533632,3
1246448431739203584,0
1246449105522237440,0
1246449568804085760,0
1246449602241077248,1
1246450144269918208,3
1246450181919813632,0
1246450428592812032,1
1246450599429222400,2
1246450710869471232,3
1246451330912804864,2
1246452077224370176,0
1246452085327765504,0
1246452233129779200,0
1246452810751963136,0
1246452919312646144,0
1246453070098362368,1
1246453193572691968,0
1246453225220014080,0
1246453248167538688,3
1246453316678950912,0
1246453450856652800,0
1246453845417107456,0
1246454236740411392,3
1246454345463947264,0
1246454442873675776,0
1246454473998393344,3
1246455254292209664,0
1246455293244710912,3
1246455759183470592,0
1246455867847581696,0
1246456161420259328,0
1246456558160773120,0
1246456837887156224,3
1246457083551875072,3
1246457178196832256,0
1246457213164744704,0
1246457340234891264,0
1246457574591627264,3
1246457786711236608,3
1246458162985857024,3
1246458172574621696,3
1246459115482447872,3
1246459152755171328,0
1246459271664447488,1
1246459479462092800,3
1246459564942766080,0
1246459627053178880,2
1246459649600598016,1
1246460039425191936,0
1246461137627570176,3
1246461372303699968,0
1246461787665137664,0
1246461832984592384,0
1246462952650338304,3
1246463240014061568,0
1246463937655681024,3
1246464128528244736,3
1246464310795919360,0
1246464364829925376,0
1246464665052094464,3
1246464721832443904,3
1246465005655502848,2
1246465211125309440,0
1246465269910536192,1
1246465314095472640,3
1246465335148601344,0
1246465435375689728,0
1246465952086859776,0
1246466572135014400,3
1246467434234175488,0
1246467500699394048,0
1246467573824946176,0
1246469391565484032,3
1246471078056747008,3
1246472243532333056,3
1246473873842008064,0
1246474015200849920,0
1246474319752699904,0
1246474464856702976,3
1246474641312145408,0
1246474748827860992,0
1246474866323972096,0
1246475090287222784,0
1246477335088177152,0
1246477602071339008,0
1246478326674518016,0
1246478382704439296,1
1246478442350878720,0
1246479027526524928,2
1246479118611095552,0
1246479483207708672,0
1246480034426847232,3
1246480705850892288,2
1246481354414960640,0
1246481480903884800,0
1246481585170575360,0
1246481695490809856,3
1246481696314949632,3
1246481793964679168,3
1246481840236998656,0
1246481904161628160,3
1246481943378370560,2
1246482077547683840,3
1246482279979655168,0
1246482362764689408,0
